pid,feature,category
17-02-20210322-242,"[0.009671705,-0.0440908,0.01604369,-0.049760614,0.09822982,-0.015991818,0.008025359,-0.025706466,-0.05800344,-0.1188062,0.050364688,0.065102726,0.09248013,0.12770371,0.1046459,-0.007179596,0.116012186,-0.03200474,0.06749927,0.015624348,0.012189613,0.013536527,0.013607116,-0.10686922,-0.01595685,-0.023475133,0.08388166,-0.021463413,-0.07122744,-0.07386002,-0.030385656,0.07040838,0.07978997,0.12988254,-0.001972333,0.004148727,-0.08721545,-0.12214476,0.18107301,0.06527131,0.058116257,0.107436895,-0.030627811,-0.003166436,-0.016391572,0.012353061,0.021417411,0.059937496,-0.049334165,0.006314593,0.025671557,-0.047935694,-0.14054713,-0.026809538,0.0734075,-0.049003173,-0.016577333,-0.001746731,0.000912098,-0.12301209,-0.017231947,0.13924795,-0.042137835,0.022918427,0.02454498,-0.06941978,-0.07986337,-0.027107814,0.06421895,0.022606235,-0.015882187,-0.075232685,0.060910664,-0.009753133,0.024540361,-0.018182945,-0.055004396,-0.11594275,-0.017100912,-0.042180173,-0.073427476,0.06006669,-0.03314607,-0.010678688,0.005704116,-0.004803617,0.14441314,0.006204088,-0.032810878,-0.086441375,-0.063700736,-0.091181315,-0.11275614,-0.14654222,0.08710815,0.013596972,0.10802573,-0.120774664,-0.069287755,0.16680013,0.08128589,-0.020828558,0.002468558,-0.050570443,-0.050436683,-0.011090174,0.008679933,0.17619117,-0.09269176,0.10884659,-0.04113596,-0.058758117,-0.0443065,0.02196266,0.06428361,0.16172704,-0.001597931,-0.01086206,-0.08509539,0.009243429,0.048818752,-0.08442122,0.027640117,0.0831445,0.0386445,0.054119065,-0.014069842,0.034711286,0.053599647]",0
17-02-20210325-243,"[-0.016725063,-0.05115311,0.01644466,-0.12735447,0.14519987,-0.08532758,-0.022240825,-0.101036794,-0.02294053,0.06011106,-0.025503442,-0.013327557,0.17104982,0.16938262,0.03798131,0.15232222,0.15633427,-0.14585234,0.018081814,0.03763466,0.0500802,-0.000487162,0.002056891,-0.15702964,-0.031019991,0.042467654,-0.03599248,-0.21684375,-0.04783399,-0.20743592,-0.106780574,0.05007811,0.015013542,0.07236544,-0.029531341,-0.002309318,-0.2635474,-0.16924036,0.21539496,0.00487844,-0.042533185,0.04126209,-0.015185712,0.02168826,0.007893303,-0.07513787,-0.031131417,0.08546203,-0.077712804,0.06513548,-0.06594339,-0.10793172,-0.14925866,0.037269086,0.080380745,0.067370586,-0.006893995,0.006286092,0.007410226,-0.25519347,-0.08755832,0.096445166,-0.03818597,0.029734327,0.024008576,-0.047263905,0.044511274,0.00436877,0.078643546,0.07779051,-0.032656174,-0.19038363,0.038470566,0.08049703,0.07430011,-0.073872626,-0.045905583,-0.043920033,-0.029184312,-0.092106394,-0.17446992,0.10997936,-0.01181978,-0.047353428,0.023123352,-0.07151398,0.122844115,0.06626085,0.014735186,-0.12846968,-0.037949033,-0.1721308,-0.17679928,-0.17664488,0.01634495,0.055010118,0.109187186,-0.014079585,-0.027735082,0.1827924,0.048371337,0.01943458,-0.0760839,-0.019540258,0.04628286,-0.020173132,0.0076239,0.19018033,-0.09312221,0.034366827,-0.057779804,0.007470207,-0.07505161,0.000624573,0.080961116,0.20855352,0.015328868,0.012248311,-0.12792239,-0.026800994,0.053291958,-0.12875623,-0.034878492,0.079117365,0.09541217,0.0893955,0.06386637,0.042830475,-0.575763952]",0
17-02-20210329-244,"[0.07249498,-0.044859916,0.3430224,-0.21893401,-0.18232733,-0.004098191,-0.06884521,-0.044553258,-0.19492035,-0.33562312,-0.32361954,0.21186462,0.174504,0.3643085,0.20504688,0.02679339,0.63244534,0.19394672,0.32718924,0.15892431,-0.43908432,0.3055772,0.17230216,-0.07528057,0.3195661,-0.000502607,0.39909056,-0.042481434,-0.4172441,-0.5585238,-0.022546364,0.13782835,0.46950722,0.41386506,0.1313661,-0.26353645,-0.16555199,-0.60433954,0.8611834,0.096533515,0.043488003,0.14777294,-0.48326725,0.03314425,0.23358506,-0.04734355,-0.5094231,0.12530397,0.028421199,-0.24323253,0.25311545,-0.05835121,-0.73335034,-0.10201477,-0.014604484,-0.25111648,0.1379365,-0.33228478,-0.06873788,-0.66801745,-0.1522915,0.30041152,0.30910188,0.09204106,-0.30228952,0.011098799,-0.14512412,0.011406126,0.12417888,0.07219635,-0.3472946,-0.10453024,-0.10689072,0.003561375,0.08113611,0.35534608,-0.23240258,-0.35345814,0.014875888,-0.01295341,-0.2280303,0.32210585,0.13926952,0.002122672,0.22018263,-0.14696492,0.23092818,0.07009644,0.1872864,0.3284741,0.2663449,-0.19543867,-0.5821297,-0.5850805,0.21650405,0.03752298,0.5819093,-0.397978,0.043960758,0.2599989,0.12779008,-0.02126529,0.12385786,-0.21032855,0.14662044,-0.21567127,-0.028586319,0.31909022,-0.33173147,0.41487646,-0.024095641,-0.27739283,0.092697375,0.21198799,0.5079238,0.80345386,-0.40463465,-0.3229854,0.26292807,-0.06563655,0.30948874,-0.38781318,0.21410833,0.4014028,0.22368158,0.27163443,-0.33871043,0.11103596,0.997645045]",0
17-02-20210329-245,"[0.28859094,0.12385914,0.6928601,-0.79926014,-0.5856591,-0.019529287,-0.10782838,-0.5170418,-0.3364263,-0.53552455,-0.8440965,0.24352613,0.6191436,0.8549052,0.1955427,-0.01170535,1.556075,0.8797684,0.55128616,0.55156714,-1.2889905,0.6762534,0.32967496,-0.30825785,0.96612877,0.1576046,0.62410134,0.14024273,-0.6771078,-1.4348829,-0.036751688,0.33197886,0.7805186,0.9706643,0.38170874,-0.54836154,-0.24460727,-1.6255257,2.0843613,0.015460179,-0.02103459,-0.03937232,-1.7015169,0.5099669,0.36731482,-0.1593786,-0.9946753,0.18000972,0.56282794,-0.9579266,0.2213319,-0.26540998,-1.8808239,0.18501388,0.0359353,-0.25018436,0.2821475,-0.7075837,-0.31363773,-1.4950776,-0.15462378,0.39207175,0.9984653,0.24644274,-1.047287,0.21564576,-0.18906125,0.18285297,0.25651228,-0.2643536,-1.4207345,-0.12012675,-0.45427978,0.082407445,0.19134688,1.2036772,-0.37391263,-0.5440608,0.26413226,0.32589117,-0.26672742,1.0574775,0.081360966,0.28201792,0.13717681,-0.12084847,0.21040249,0.15559609,0.4763795,1.1761558,0.65505254,-0.07371289,-1.2818202,-1.3643823,0.03945802,-0.41804603,1.5350878,-0.86336035,-0.1389322,0.32036805,0.16194251,-0.043349847,0.010742782,-0.38540813,0.006172373,-0.5290356,0.003671638,0.5221502,-0.9055905,1.1246951,-0.06015341,-0.75877917,0.46159083,0.34434935,1.5690778,1.3259939,-0.9877612,-0.64346474,1.2708907,-0.029499086,0.38809064,-0.7940018,0.43123314,0.72859347,0.19297497,0.6236852,-0.6058709,0.16759586,0.525622346]",0
17-02-20210329-246,"[-0.018162139,-0.030787876,-0.12793964,-0.09748944,0.24538894,-0.100402184,-0.026979085,-0.034370907,0.041155547,0.057579886,0.021721771,-0.12991223,0.3443959,0.06542109,0.022614844,0.22456667,-0.025445733,-0.18204348,0.032178916,0.058343105,0.06324887,-0.10499224,0.102856405,-0.122318566,-0.04051417,-0.12555376,-0.16069956,-0.17232656,0.095308445,-0.009506621,-0.1924799,0.021553978,-0.08828226,0.081394635,-0.10931203,0.09406791,-0.29357016,-0.048397668,-0.025870118,0.011606586,0.028180074,-0.026434692,0.0880538,-0.01976782,-0.07662616,-8.74E-05,0.0862606,0.03772202,-0.0711707,0.043841165,-0.12314844,-0.20597684,0.033183448,0.04395751,0.029502187,0.24771842,-0.020929351,0.02143819,-0.02487336,-0.15406916,0.015166679,0.012387199,-0.08286936,0.045810528,0.064120375,-0.054326996,0.12137502,-0.052824765,0.0720295,-9.17E-05,0.027111221,-0.20261687,0.1458493,0.128957,0.028216716,-0.15123852,-0.056318566,0.003230708,0.017300855,-0.19279511,-0.07613744,0.09506434,-0.115582764,-0.0518133,-0.10119601,0.018983118,0.121400684,0.15312974,0.023781128,-0.284149,-0.10433295,-0.1613958,-0.09787908,-0.040231742,-0.03446588,0.013917198,-0.002255867,0.13636939,-0.070613526,0.082021475,0.110726334,0.046819538,-0.113115236,0.028303392,-0.15877612,0.08713032,0.02346467,0.12583458,0.05919558,-0.11534818,-0.03841611,0.06846075,-0.1682957,-0.045515336,-0.045346264,0.021341868,0.046550248,0.007796185,-0.18915388,0.04819292,-0.042561635,-0.10305928,0.03848225,0.012771532,-0.010403066,0.015559079,0.10322495,-0.01560118,-0.654434402]",0
17-02-20210330-247,"[0.11421774,0.030946514,0.18896681,-0.074455984,-0.03873145,-0.044365387,-0.031631,-0.078790784,-0.18903081,-0.05804501,-0.18729424,0.06458608,0.012514776,0.3195649,0.11223821,-0.05425908,0.53395635,0.18689036,0.049428776,0.12583302,-0.23355651,0.043157645,0.12028965,-0.13714658,0.2826403,0.05568249,0.26027563,-0.003694652,-0.12546298,-0.38090974,-0.11346683,0.14889908,0.23391296,0.37691697,0.087444484,-0.26633433,-0.13585055,-0.49091572,0.6664294,0.000482962,0.06099525,0.071313515,-0.3777475,0.072984636,0.08860491,-0.069514684,-0.253185,0.045184053,-0.015787274,-0.20456064,0.06594604,-0.11514429,-0.66385,-0.07385771,0.07886004,-0.09068352,0.043829873,-0.14661473,0.1286551,-0.50273705,-0.039589837,0.2796773,0.086519495,-0.026137842,-0.34888574,0.012110074,-0.04851598,-0.032286596,0.024619557,0.02979253,-0.32747564,-0.109540835,0.07389637,-0.12132762,0.094255656,0.2247301,-0.18946658,-0.22822683,-0.014521495,0.15589775,-0.12393196,0.17966346,0.119382344,0.01104494,0.111999236,-0.057959188,0.10164137,0.03260971,0.034230616,0.3240286,0.1421847,-0.09758014,-0.41153252,-0.44375658,-0.004727723,0.08460808,0.52969986,-0.2680912,-0.078797415,0.1977806,0.033287387,0.007577576,0.031858005,-0.18736656,0.01475983,-0.21887243,-0.08095562,0.17105836,-0.32059267,0.3336265,-0.053367764,-0.29600072,0.08491928,0.09031694,0.3856369,0.5691327,-0.1503952,-0.21854192,0.24684563,0.013698952,0.10944596,-0.3000771,0.13563475,0.26494437,0.06641621,0.12771016,-0.22401595,0.08882184,-1.4411389]",0
17-02-20210330-248,"[-0.010045096,-0.003036151,0.3597603,-0.14436205,-0.22328348,0.06931503,-0.07177319,-0.14628683,-0.10891091,-0.13045223,-0.48134074,0.09788966,-0.004182118,0.52171814,0.16638874,0.005208856,0.80651426,0.21266387,0.18017004,0.04863443,-0.43527645,0.34417373,0.15520014,-0.20929834,0.31613114,0.11017901,0.41598028,0.11388546,-0.4494923,-0.6837969,-0.008993207,0.032373756,0.37462395,0.62017405,0.115038544,-0.47017345,-0.26221955,-0.8081506,0.9207878,0.046001673,-0.13899142,0.15052128,-0.557142,0.07996181,0.17209081,-0.0984802,-0.57940644,0.15610924,-0.1128623,-0.27588594,0.18494405,-0.12472532,-0.9233482,-0.12910669,0.020923834,-0.2539959,0.13850236,-0.23044582,-0.11610785,-0.6534053,-0.1980475,0.43414825,0.29255313,0.04546681,-0.51253694,0.004993509,-0.2257818,0.19623886,0.13672955,0.06644206,-0.5834433,-0.10405291,-0.120281205,-0.21413527,0.050509576,0.51622844,-0.2091986,-0.5252846,-0.07383103,0.2767546,-0.19547904,0.4079081,0.27273434,-0.036776718,0.22861192,-0.040524054,0.21282406,0.031165225,0.10211051,0.47428113,0.19945537,-0.15244192,-0.7125361,-0.60585785,0.19153765,0.06626668,0.8736895,-0.41226918,0.020611228,0.24822976,0.021925624,-0.0884144,0.3955745,-0.23055454,0.17275576,-0.27073804,-0.021217395,0.39930603,-0.5506873,0.6100506,-0.102329895,-0.3109947,0.22177316,0.19197148,0.7374841,0.85426795,-0.32610807,-0.32275754,0.40152383,-0.07429234,0.20070422,-0.46886453,0.19719727,0.5250888,0.21639164,0.26322404,-0.33382043,0.11280263,0.446951896]",0
17-02-20210331-250,"[0.006998543,0.012937056,0.38617456,-0.35924137,-0.3002838,0.0476877,-0.09915084,-0.3343556,-0.19093382,-0.19972347,-0.37689242,0.09120663,0.30854604,0.4557775,0.05787412,0.042261083,0.8023065,0.5332487,0.29805964,0.30622435,-0.6783936,0.2883177,0.25571543,-0.29935923,0.49873096,0.09242398,0.33758938,0.13591813,-0.30370602,-0.88809675,-0.13706288,0.0806472,0.2892927,0.6464159,0.16814587,-0.3907646,-0.21275772,-0.95878303,1.2192628,0.022671774,0.10619827,0.046916056,-0.89517224,0.19961874,0.1573903,-0.0808948,-0.5314696,0.17293955,0.2574902,-0.4695184,0.04830034,-0.20195554,-1.0211358,0.058850534,0.043453317,-0.08936789,0.18162116,-0.2927887,-0.061934546,-0.7888765,-0.07129957,0.27895942,0.35856342,0.13241954,-0.5963762,0.041951496,-0.09907778,0.20881891,0.14720717,-0.039673198,-0.84230083,-0.09315952,-0.24626175,-0.023175526,0.061772283,0.6785198,-0.21257997,-0.29329583,0.10234533,0.23072962,-0.21609971,0.51516986,0.06002474,0.1337837,0.09422038,-0.08667114,0.16325253,0.02375487,0.19990906,0.57086486,0.36649036,-0.015182408,-0.74517554,-0.730487,0.05169332,-0.19960125,0.8694059,-0.49829644,-0.12442435,0.23048054,0.11981398,-0.000491661,0.14551376,-0.2987579,0.025479881,-0.35580197,0.013876944,0.30077592,-0.5402879,0.6114413,-0.010890858,-0.5075067,0.18495087,0.18328269,0.872346,0.8463093,-0.52719235,-0.3812878,0.63973355,0.013213238,0.23864946,-0.4611758,0.1960024,0.4039721,0.070286684,0.3699765,-0.38073462,-0.026538549,-1.283798]",0
17-02-20210331-251,"[-0.011975087,-0.065659486,-0.07893336,-0.13026948,0.25362498,-0.0227549,0.02843032,-0.03458536,0.030969648,0.074830174,0.07038899,-0.08893171,0.29054177,0.10868319,-0.000562067,0.20295216,0.019827614,-0.23742622,-0.037767753,0.054084804,0.082102194,-0.07433145,0.107809916,-0.13607274,-0.022547437,-0.05212608,-0.15811194,-0.16969214,0.078672536,-0.059925303,-0.1286885,0.05460591,-0.07971233,0.0373512,-0.10214178,0.062129095,-0.24014683,0.017082632,0.000752536,-0.02914334,0.046111632,-0.011976074,0.114089765,-0.016019827,-0.06384325,0.004990636,0.13147944,-0.004593329,-0.09388213,0.12707675,-0.02958688,-0.12454816,0.047601633,0.044839732,0.04883678,0.23487617,-0.029037364,-0.025334863,0.002123671,-0.12559016,0.09361101,0.010091929,-0.10951899,0.011781422,0.050232124,-0.048494205,0.1453819,-0.040888477,0.045831226,0.040073086,0.011819874,-0.2590901,0.10715793,0.11022401,0.0392658,-0.118453085,-0.055930823,0.021850318,0.0501837,-0.09241876,0.000684215,0.034867216,-0.015974605,0.032582663,-0.10970575,-0.032242212,0.12545362,0.11467649,-0.017258963,-0.21928109,-0.07592491,-0.08195209,0.002146252,-0.042714335,-0.030056542,-0.003672714,-0.017455172,0.011355037,-0.055332996,0.09535742,0.06864114,0.07614019,-0.106935024,-0.008192756,-0.07540604,0.010182379,0.032571066,0.09242126,0.006825334,-0.03851089,-0.012700198,-0.03322135,-0.14861177,-0.027717246,-0.034339227,0.010232933,0.07768399,0.054329284,-0.12279961,0.022217045,-0.050626658,-0.03832716,0.033990607,-0.049808778,0.018644638,0.002707582,0.08014498,-0.025593316,-0.025070803]",1
17-02-20210331-252,"[0.032654017,-0.021430375,0.24673848,-0.063254945,-0.08194121,-0.042609725,0.005372874,-0.036266506,-0.06159568,-0.08588509,-0.17594112,0.11297787,0.13458735,0.23782353,0.17853108,-0.0469769,0.46897644,0.11945299,0.17240758,0.040754445,-0.19031328,0.042813998,0.11312576,-0.13522698,0.12447589,-0.099513344,0.18430343,-0.008005658,-0.23267193,-0.29816905,-0.005203931,0.042915136,0.1565743,0.38295376,0.064771,-0.10665452,-0.18876094,-0.3972375,0.5031251,0.0441236,-0.02666881,0.0760394,-0.3000861,0.027276915,-0.00395232,-0.07266543,-0.24149945,0.06854316,-0.07965728,-0.17247047,0.052326232,-0.09838377,-0.5036525,0.018136201,0.005687929,-0.06965347,0.063847356,-0.19462766,-0.024656374,-0.37538907,-0.16499554,0.19655365,0.140415,0.001945855,-0.17116085,-0.06029755,-0.15569308,-0.028052231,0.1467964,0.0253248,-0.23904988,-0.07202242,-0.051836453,-0.057896588,0.03342947,0.12261647,-0.097363785,-0.26286384,-0.075903356,0.03789315,-0.13011993,0.24819103,0.0323971,-0.08702728,0.10107031,-0.03621151,0.15478097,0.12275132,-0.029522244,0.1562558,0.015559098,-0.05921405,-0.32736713,-0.36762205,0.10726909,-0.031720325,0.45986876,-0.24291992,0.017048037,0.19162452,0.09129174,-0.010179387,0.02548956,-0.12093878,0.03733239,-0.14433523,-0.029686991,0.3181918,-0.20456366,0.33706212,-0.10672312,-0.07965354,0.067478366,0.047642432,0.3479268,0.46068037,-0.10655625,-0.13239509,0.05593844,-0.047546178,0.121183716,-0.24767789,0.07494941,0.25667405,0.062285345,0.13659936,-0.18007106,0.09343889,0.289610997]",0
17-02-20210401-253,"[-0.10034397,-0.13661133,-0.15649454,-0.28708982,0.6055999,0.034454085,-0.013775453,-0.0479498,0.18465962,0.06383765,0.121627256,-0.30446628,0.7279564,0.041186385,-0.07033711,0.58650255,-0.1435081,-0.32459468,-0.022340808,0.090347834,0.03913536,-0.16997245,0.21701284,-0.08894355,-0.020916887,-0.18811563,-0.42479825,-0.37780693,0.18955615,-0.02683345,-0.2561134,0.1100073,-0.207144,-0.04464375,-0.23124626,0.20458154,-0.4351839,0.06800203,-0.16758457,0.015962943,0.024985585,-0.079171196,0.25428343,-0.016960673,0.021222379,0.19549224,0.24253592,-0.02855632,-0.03025282,0.15495917,-0.19751857,-0.34502813,0.2817901,0.19492935,-0.033853494,0.5760621,-0.005058146,-0.04482729,0.006227357,-0.15971181,0.25700384,-0.09698527,-0.12339816,0.0215707,0.0855835,-0.08109485,0.31716976,-0.08641251,0.037058026,0.047776032,-0.007254741,-0.49829757,0.19962166,0.27125636,0.12623572,-0.07957415,-0.059440963,0.12297825,0.1355985,-0.28551608,0.13389994,0.102800325,0.021024657,-0.018040795,-0.14754784,-0.045926478,0.24455228,0.25418952,-0.000563211,-0.36749443,-0.07443661,-0.17202874,0.026096025,-0.051575676,-0.12231977,0.054290116,-0.13504058,0.26399752,-0.046119697,0.08263218,0.13654555,0.08440999,-0.21300231,0.104737476,-0.13977806,0.014599549,0.12454196,-0.004841199,0.112813115,-0.2730334,-0.008407461,0.14479803,-0.38305017,-0.060246848,-0.21305506,-0.15288003,0.11573342,0.08693294,-0.15311992,0.12571324,-0.28973693,-0.09874059,0.11951683,-0.04696057,0.0125911,-0.015219184,0.21324149,-0.063636035,0.761633696]",1
17-02-20210401-254,"[0.12785867,0.06693965,0.40134862,-0.2182184,-0.21296996,-0.1121797,-0.019815177,-0.06307817,-0.2001829,-0.31607428,-0.4809192,0.1515334,0.06827291,0.5009823,0.1580446,-0.0947804,0.8339485,0.35845143,0.097354494,0.029771097,-0.5357851,0.31723976,0.11797747,-0.1646045,0.41575977,-0.0117555,0.45941752,0.16837907,-0.42510608,-0.6389575,-0.114692226,0.14822936,0.48375773,0.61839825,0.18726812,-0.4593432,-0.24755086,-0.8619645,0.91608554,0.055365242,-0.15676823,0.10712741,-0.7150883,0.15393266,0.19453047,-0.11890985,-0.6075712,0.09787411,0.055320207,-0.45392904,0.11164334,-0.114010386,-1.0218878,-0.09565246,0.049784888,-0.1418919,0.12658131,-0.3360553,-0.025997465,-0.82582045,-0.08935367,0.4012061,0.32580507,0.07906686,-0.6008973,0.077389136,-0.055535737,0.03267278,0.08457768,-0.0512812,-0.5946029,-0.07392756,-0.030892316,-0.14884567,0.081850916,0.51739407,-0.27403167,-0.46044967,0.041943863,0.23756894,-0.1289455,0.5306461,0.25650316,-0.06311832,0.20069888,-0.11469499,0.04584292,0.00091289,0.13151707,0.61628914,0.22426283,-0.17347033,-0.72634906,-0.66255456,0.070889376,0.06253071,0.9028212,-0.30723768,0.03144875,0.267138,0.027179254,-0.13106422,0.15241443,-0.24140707,0.026269501,-0.3029168,-0.09051699,0.34705558,-0.51927835,0.5629335,0.00986748,-0.3089332,0.27472964,0.22364247,0.6932707,0.92092174,-0.36678788,-0.3789153,0.35136744,-0.047438495,0.20489925,-0.4481839,0.212879,0.46588317,0.27554056,0.29880238,-0.2962641,0.19217615,-0.654434402]",0
17-02-20210401-255,"[-0.0462212,-0.002054321,0.01884003,-0.124631725,0.1466751,-0.002323818,-0.020697817,-0.07531079,-0.031028876,-0.003327817,-0.033791434,-0.052622166,0.25739226,0.18303229,0.07681996,0.12903143,0.174359,-0.056892708,0.06854864,0.07611577,-0.06268871,-0.024907645,0.021671927,-0.09201587,0.089971766,-0.011524908,-0.004989212,-0.080610976,-0.05418456,-0.17785184,-0.12790653,0.0911071,0.0732494,0.13210592,-0.02926832,0.007599225,-0.18600844,-0.13039175,0.219625,0.038398743,0.011559721,0.057616252,-0.07022282,0.026153326,0.030712042,0.024120426,-0.016496122,-0.045055985,-0.099548325,0.021539945,-0.002251444,-0.09241171,-0.21506405,0.057083465,0.011254609,0.10026207,0.002512037,-0.073262334,0.013180161,-0.24468154,-0.015233157,0.12894598,0.07392807,0.007080266,-0.005436433,-0.10434609,0.011287406,-0.042513873,-0.004951999,0.05672903,-0.09497642,-0.14630638,0.0775342,0.029655602,0.06460214,0.03591917,-0.055542514,-0.14453478,-0.046098437,-0.11504737,-0.11093393,0.12969461,-0.028683204,-0.048204344,0.03327515,-0.071060084,0.15035886,0.024259819,0.007201619,-0.044134386,-0.011042417,-0.119480096,-0.14616382,-0.17132464,0.03598627,0.060166,0.13472843,-0.11052921,-0.07572725,0.15690997,0.040980566,0.011611861,-0.05897978,-0.07170174,-0.006696255,-0.077474706,0.05323363,0.19125916,-0.091692105,0.09630272,-0.04842686,-0.033444367,-0.064620055,0.075696334,0.08152599,0.27761337,0.020250134,-0.084622085,-0.035864323,0.004948663,-0.032634966,-0.115981884,0.08063879,0.09852864,0.07406775,0.060069747,-0.011948371,0.042955488,0.997645045]",0
17-02-20210401-256,"[-0.01245315,-0.16200477,-0.16174826,-0.21025716,0.36551294,-0.034398835,-0.005504757,-0.06587439,0.089111775,0.11056085,0.09145099,-0.09934259,0.43520406,0.089305334,-0.033872623,0.3564422,0.08707338,-0.24705602,-0.01587348,0.11829324,0.07476104,-0.110313185,0.16478556,-0.13473411,0.039238364,-0.10824419,-0.23033509,-0.21420893,0.17961578,-0.11473683,-0.14886929,0.05890222,-0.13804649,0.03856241,-0.17100771,0.1264131,-0.24833785,-0.002090102,0.055969954,-0.001821722,0.08671978,-0.03178738,0.13752505,-0.021414578,-0.08386743,0.05008946,0.19799748,0.080991834,-0.076578975,0.11270378,-0.09390634,-0.22024076,0.17667374,0.08906368,0.04463324,0.27912945,-0.04200761,0.023369832,0.032350384,-0.16075602,0.11933725,-0.018942876,-0.06995045,0.028203333,0.0787463,-0.011416304,0.23468706,-0.16917108,0.05457122,0.034827534,-0.024177358,-0.3309763,0.094492115,0.2059167,0.056111876,-0.09710042,-0.029047096,0.0513449,0.081407875,-0.17298873,0.001205995,0.037134964,0.001150355,0.07999194,-0.20585424,-0.036824167,0.17682609,0.17441252,-0.049185574,-0.2943672,-0.03792586,-0.07955555,0.04889766,-0.082931936,-0.070848376,-0.053162247,-0.003278183,0.081109785,-0.06772914,0.06878013,0.11195026,0.14188868,-0.13292502,0.020084556,-0.13586466,0.038557597,0.017371228,0.057747453,0.05766182,-0.03910998,0.021206273,-0.016448298,-0.21680145,-0.061489686,-0.003784653,-0.028062105,0.12651859,0.022381984,-0.1677036,0.029147876,-0.11397522,-0.06636299,0.043742187,-0.05771716,0.01662533,0.034719117,0.14129178,-0.09240363,0.446951896]",1
